,county,state,state_abbrev,size_rank,avg_home_price,area_sq_mi,unemployment_rate,unemployment_change,high_school,population,int_migration_rate,net_migration_rate,pop_growth,poverty_rate,median_hh_income,property_tax_rate,amazon_indicator,walmart_indicator,warehouse_target,pop_density,latitude,longitude
981,Grant County,Wisconsin,WI,959,117508.75,1183.34,3.1,-4.5,91.6,51806,0.8283567713,-5.875553843,1.1184197685085784,13.6,51157,1.6348324490780723,0,0,0,43.77947166494837,42.8855277,-90.6991696
982,Calumet County,Wisconsin,WI,992,183078.25,397.08,2.8,-4.1000000000000005,93.6,49994,0.3614675583,5.3216057192,1.9640635516306009,5.4,72309,1.6348324490780723,0,0,0,125.90409992948523,44.0751086,-88.2144321
983,Barron County,Wisconsin,WI,1049,136085.83333333337,889.76,3.5,-5.8000000000000025,90.7,45164,0.4203679326,-1.216854542,-1.4101724514298188,13.1,50940,1.6348324490780723,0,0,0,50.75975543966914,45.423557,-91.8454099
984,Monroe County,Wisconsin,WI,1073,137819.66666666663,908.22,2.9,-5.1,90.8,45617,0.24177684,1.8023364435,1.7941222413139044,11.4,55690,1.6348324490780723,0,1,1,50.226817290964746,43.9416755,-90.6397264
985,Polk County,Wisconsin,WI,1080,150971.91666666663,956.41,3.8,-6.2,93.1,43387,0.1616572174,3.6719282242,-1.7482279942933492,9.3,55180,1.6348324490780723,0,0,0,45.36443575454042,45.4318573,-92.407472
986,Douglas County,Wisconsin,WI,1081,128065.5,1479.68,4.5,-3.8000000000000007,93.7,43327,0.5306998316,-1.476729966,-1.82852222776091,11.6,53091,1.6348324490780723,0,0,0,29.281331098615908,46.43960379999999,-91.9059158
987,Dunn County,Wisconsin,WI,1086,149114.83333333337,863.87,3.3,-4.6000000000000005,93.3,44699,0.8985129609999999,5.5707803585,1.8502062114065667,11.6,58902,1.6348324490780723,0,1,1,51.74273906953592,44.9333564,-91.89944090000002
988,Shawano County,Wisconsin,WI,1131,119713.33333333331,909.47,3.2,-6.999999999999999,91.0,40881,0.3910068426,-0.8553274679999999,-2.5203872383041634,11.6,55546,1.6348324490780723,0,0,0,44.9503557016724,44.7817214,-88.7118868
989,Marinette County,Wisconsin,WI,1136,97899.33333333331,1550.01,4.4,-6.6999999999999975,91.3,40290,0.1489776409,3.1533600665,-3.29316883490951,13.3,47449,1.6348324490780723,0,0,0,25.99338068786653,45.38349829999999,-88.0409574
990,Pierce County,Wisconsin,WI,1152,188548.33333333328,591.87,3.4,-3.6,94.5,41983,0.6955103606999999,11.176132003,2.1981499513145084,7.8,69271,1.6348324490780723,0,0,0,70.93280619054859,44.7186568,-92.3786114
991,Oconto County,Wisconsin,WI,1222,136562.16666666663,1148.79,3.5,-7.1999999999999975,90.5,37526,0.4532910262,2.4531043769,-0.5064029482726622,9.0,57860,1.6348324490780723,0,0,0,32.66567431819567,44.9988053,-88.2480072
992,Green County,Wisconsin,WI,1248,147992.41666666663,584.46,2.8,-5.2,92.5,36847,0.6248556719,0.8150291373,-0.03798052141830119,8.0,62456,1.6348324490780723,0,0,0,63.04451972761181,42.67914329999999,-89.6076428
993,Oneida County,Wisconsin,WI,1272,167479.83333333337,1235.99,3.9,-6.299999999999999,92.3,35287,0.2548636479,1.5858182539,-1.838767108044954,9.4,56170,1.6348324490780723,0,0,0,28.549583734496235,45.6879163,-89.47795579999998
994,Clark County,Wisconsin,WI,1306,100295.75,1218.79,3.1,-7.200000000000001,82.0,34569,0.4055384972,-4.982330108,-0.32869128968082345,11.8,49718,1.6348324490780723,0,0,0,28.36337679173607,44.7188146,-90.6214928
995,Vernon County,Wisconsin,WI,1428,127565.08333333331,816.41,3.1,-4.800000000000002,88.69999999999997,30737,0.0978968494,2.6432149325,3.244768398777333,17.0,44444,1.6348324490780723,0,0,0,37.64897539226615,43.5811229,-90.8231247
996,Trempealeau County,Wisconsin,WI,1455,140217.91666666663,741.99,3.1,-4.5,89.7,29361,0.7470795979000001,-10.93452866,1.7818144001109302,8.8,56051,1.6348324490780723,0,0,0,39.570614159220476,44.2782406,-91.3828806
997,Lincoln County,Wisconsin,WI,1460,116779.58333333331,907.0,3.6,-7.700000000000001,91.0,27766,0.0719592711,-0.251857449,-3.513222365083226,10.3,55564,1.6348324490780723,0,0,0,30.61300992282249,45.3265631,-89.73262159999999
998,Door County,Wisconsin,WI,1500,194316.0,2370.25,3.9,-7.4,93.8,27480,0.0,9.6331028443,-0.972972972972973,7.7,59956,1.6348324490780723,0,0,0,11.593713743276027,44.7615925,-87.5329747
999,Juneau County,Wisconsin,WI,1535,109582.0,804.03,3.3,-6.7,86.99999999999999,26479,0.1892971397,5.603195335700001,-0.7273272597758033,14.8,50931,1.6348324490780723,0,0,0,32.93285076427497,43.9532381,-90.1218405
1000,Waushara County,Wisconsin,WI,1623,129657.75,637.41,4.0,-6.8000000000000025,86.3,24186,-0.041428453,6.6699809429,-1.3380109325283511,12.2,47653,1.6348324490780723,0,0,0,37.94418035487363,44.1103406,-89.23472220000002
1001,Iowa County,Wisconsin,WI,1653,154345.16666666663,767.93,3.0,-5.199999999999998,94.0,23714,0.4665761792,7.550050899199999,0.08863377368843119,8.7,63476,1.6348324490780723,0,0,0,30.8804187881708,42.97324570000001,-90.1334393
1002,Vilas County,Wisconsin,WI,1758,194519.66666666663,1017.84,4.3,-7.000000000000001,92.7,21706,0.6020051402000001,16.022598347,1.235949815773518,13.9,44740,1.6348324490780723,0,0,0,21.32555214965024,46.0382686,-89.47344620000001
1003,Adams County,Wisconsin,WI,1789,117068.66666666669,688.55,5.1,-7.3000000000000025,87.19999999999997,19891,0.2006923887,2.2577893733,-4.7457140120678085,14.8,44767,1.6348324490780723,0,0,0,28.888243410064632,43.9462246,-89.78364559999999
1004,Taylor County,Wisconsin,WI,1804,116571.91666666669,984.42,3.5,-6.8000000000000025,88.5,20333,0.984445757,-0.295333727,-1.5827686350435624,10.4,51038,1.6348324490780723,0,0,0,20.654801812234613,45.2057106,-90.4915874
1005,Kewaunee County,Wisconsin,WI,1809,128625.25,1084.3,3.1,-5.1,92.4,20397,0.6868805809,1.5209498577,-0.7783236853626502,8.0,62107,1.6348324490780723,0,0,0,18.811214608503175,44.521282,-87.63010859999999
1006,Jackson County,Wisconsin,WI,1814,122570.33333333331,1000.28,3.4,-5.299999999999999,88.39999999999998,20474,0.1465058358,-0.781364458,0.04886630179827992,13.3,51131,1.6348324490780723,0,0,0,20.46826888471228,44.3016847,-90.8085198
1007,Langlade County,Wisconsin,WI,1834,95637.75,887.88,4.2,-6.8,90.7,19171,0.9934640523,5.6993464052,-3.9721498697655777,14.0,46910,1.6348324490780723,0,0,0,21.591881785826914,45.2728122,-89.067113
1008,Green Lake County,Wisconsin,WI,1870,134480.5,380.3,3.7,-5.6000000000000005,88.5,18785,0.3208727739,9.3587892401,-1.2459257701608664,10.0,52917,1.6348324490780723,0,0,0,49.39521430449645,43.79716120000001,-89.0402508
1009,Richland County,Wisconsin,WI,1913,122187.25,589.3,3.0,-6.0,90.1,17488,0.6282842129,-1.542152159,-2.930728241563055,13.1,49092,1.6348324490780723,0,0,0,29.675886645172238,43.3662526,-90.4557081
1010,Lafayette County,Wisconsin,WI,1982,106464.91666666669,634.57,2.5,-4.7,89.80000000000003,16689,-0.059810401,-8.194024941,-0.7198096371207614,10.9,55586,1.6348324490780723,0,0,0,26.299699008777594,42.6632391,-90.1317754
1011,Crawford County,Wisconsin,WI,1994,110542.5,599.21,4.2,-6.3,90.3,16223,0.5543066548,-2.833122902,-2.4649792581013648,12.4,47341,1.6348324490780723,0,0,0,27.07398074130939,43.2271639,-90.8938474
1012,Sawyer County,Wisconsin,WI,2002,180888.66666666663,1350.27,4.7,-6.6000000000000005,91.4,16391,0.0611396429,6.0528246515,-0.9966175404687122,17.0,47183,1.6348324490780723,0,0,0,12.139053670747332,45.8731634,-91.1468287
1013,Ashland County,Wisconsin,WI,2032,98651.91666666669,2292.38,4.6,-6.5,91.7,15513,0.3210169818,-7.511797373999999,-3.9026203307935328,15.1,43784,1.6348324490780723,0,0,0,6.7672026452856855,46.2062319,-90.6802594
1014,Washburn County,Wisconsin,WI,2043,144751.25,853.32,3.9,-5.799999999999999,92.1,15770,0.5097002326,13.061068459000001,-1.0168214913381872,12.8,48139,1.6348324490780723,0,0,0,18.48075751183612,45.8926321,-91.7971652
1015,Burnett County,Wisconsin,WI,2071,150129.75,880.23,4.8,-6.3,92.5,15313,0.1965151317,8.777675881,-0.7582631237848347,12.7,47727,1.6348324490780723,0,0,0,17.39658952773707,45.8652437,-92.2673161
1016,Marquette County,Wisconsin,WI,2076,123057.16666666669,464.3,3.9,-7.0,88.6,15283,0.1315270288,13.218466395,-0.6242278431627544,12.8,46901,1.6348324490780723,0,0,0,32.91621796252423,43.8122244,-89.3926785
1017,Bayfield County,Wisconsin,WI,2095,164176.25,2041.67,5.2,-5.9,94.4,15033,0.3337338139,8.9440662128,0.18660446517827392,12.3,51120,1.6348324490780723,0,0,0,7.363090019444866,46.4710241,-91.1983175
1018,Rusk County,Wisconsin,WI,2115,98176.08333333331,930.88,4.4,-7.9,87.0,14179,1.4846235419,6.5747613998,-3.740665308893415,14.7,44780,1.6348324490780723,0,0,0,15.231823650739086,45.4589749,-91.1240967
1019,Price County,Wisconsin,WI,2148,98013.41666666669,1278.42,3.7,-7.2,90.4,13406,0.7457121551000001,4.6979865772,-4.9017521458466335,11.3,47302,1.6348324490780723,0,0,0,10.486381627321224,45.676627,-90.368792
1020,Buffalo County,Wisconsin,WI,2195,118872.83333333331,709.59,3.8,-4.0,91.6,13107,0.3048896681,-1.6006707569999998,-3.2693726937269374,9.4,55297,1.6348324490780723,0,0,0,18.471229865133385,44.4073658,-91.7547858
1021,Forest County,Wisconsin,WI,2456,116681.08333333331,1046.33,5.1,-6.6,87.6,8970,0.4446420631,-4.557581147,-3.5068846815834767,15.1,46137,1.6348324490780723,0,0,0,8.572821194078351,45.625108,-88.806738
1022,Pepin County,Wisconsin,WI,2592,123113.83333333331,248.69,3.5,-3.9,91.7,7246,0.1380357513,-3.036786528,-3.024625267665953,10.7,51544,1.6348324490780723,0,0,0,29.136676183199967,44.6351571,-92.0101928
1023,Iron County,Wisconsin,WI,2703,128487.5,919.16,6.2,-5.2,93.7,5672,-0.176647235,12.012012012000001,-4.25388251181634,15.1,41251,1.6348324490780723,0,0,0,6.170851647156099,46.2254778,-90.2125304
1024,Florence County,Wisconsin,WI,2762,125126.83333333331,497.52,4.7,-5.7,92.6,4356,0.0,13.365595115,-0.9549795361527968,12.1,50284,1.6348324490780723,0,0,0,8.755426917510855,45.8379973,-88.3902943
1025,Shelby County,Tennessee,TN,47,113560.83333333331,785.02,4.4,-5.4,87.6,935973,1.3819382591999998,-6.019013932999999,0.8104923485214035,18.9,49563,0.6798467212957459,0,1,1,1192.2919161295254,35.1782557,-89.87397750000002
1026,Davidson County,Tennessee,TN,96,233877.66666666663,525.94,2.8,-5.4,88.1,689006,5.0332888707,-4.186173567,9.75750016328078,14.6,58264,0.6798467212957459,1,0,1,1310.0467733962046,36.189724,-86.7857862
1027,Knox County,Tennessee,TN,153,167544.33333333337,525.87,3.2,-4.2,90.9,460932,1.1128300578,9.8147247055,6.46383968476511,13.9,55299,0.6798467212957459,0,0,0,876.5132066860631,35.98599979999999,-83.9375598
1028,Hamilton County,Tennessee,TN,191,163117.41666666663,575.88,3.7,-4.6000000000000005,88.7,361132,1.1404887412,7.3742332995,7.090602305313133,12.5,52096,0.6798467212957459,1,0,1,627.0959227616864,35.1755638,-85.1940792
1029,Rutherford County,Tennessee,TN,248,208978.0,624.05,2.9,-6.0,90.8,316677,1.980455024,22.893803706999996,20.088964057913856,10.1,68082,0.6798467212957459,1,0,1,507.4545308869482,35.855715999999994,-86.42092190000002
1030,Williamson County,Tennessee,TN,336,441635.41666666674,583.77,2.7,-3.9,95.5,225920,1.8348211274,26.99615497,22.6972540841154,3.9,111427,0.6798467212957459,0,0,0,387.001730133443,35.8772991,-86.89787079999998
1031,Montgomery County,Tennessee,TN,358,152748.5,543.83,4.1,-4.4,91.8,200015,1.0340816063,16.712583607,15.510112151907506,12.8,57431,0.6798467212957459,0,0,0,367.7895665925012,36.4803824,-87.37862209999999
1032,Sumner County,Tennessee,TN,383,226032.58333333328,543.22,3.0,-5.9,89.5,183584,0.4411030885,21.878713192,13.87808524232217,8.8,65174,0.6798467212957459,0,0,0,337.9551562902692,36.4496718,-86.4685413
1033,Sullivan County,Tennessee,TN,398,124365.08333333331,429.71,4.1,-4.9,85.7,156951,-0.083016964,7.8035946345,0.12950723454206753,15.7,45224,0.6798467212957459,0,0,0,365.2486560703729,36.4966673,-82.28690300000002
1034,Blount County,Tennessee,TN,491,172513.16666666663,566.55,3.5,-5.6,88.69999999999997,129900,0.6817503940999999,14.138573515,5.439167525710436,12.1,51391,0.6798467212957459,0,0,0,229.28249933809903,35.6719722,-83.93144649999998
1035,Washington County,Tennessee,TN,492,149342.58333333337,329.8,3.8,-4.9,89.1,127613,1.0439601411,4.5604574586,3.434217351835041,14.9,43194,0.6798467212957459,0,0,0,386.94057004245,36.2636501,-82.4911791
1036,Wilson County,Tennessee,TN,523,259052.58333333328,583.2,3.0,-5.4,90.7,136540,0.9369144285,26.486422176999998,19.0565461917426,8.4,70674,0.6798467212957459,1,0,1,234.12208504801086,36.1466658,-86.3119998
1037,Bradley County,Tennessee,TN,587,146848.83333333337,331.45,3.7,-5.7,84.2,105317,0.725363875,8.7711763302,6.288476676826192,16.9,48663,0.6798467212957459,1,0,1,317.7462664051893,35.1694469,-84.855938
1038,Madison County,Tennessee,TN,592,102284.5,558.63,4.0,-6.0,88.7,97586,0.7277535478,-0.871254247,-0.6748160286618693,17.5,46424,0.6798467212957459,0,0,0,174.68807618638454,35.60558870000001,-88.85211899999999
1039,Sevier County,Tennessee,TN,630,175461.83333333337,597.72,4.0,-6.4,83.4,97277,1.7557721008000002,9.264279849400001,8.18051400673925,12.6,48482,0.6798467212957459,0,0,0,162.74677106337415,35.8047065,-83.5291901
1040,Maury County,Tennessee,TN,680,177954.5,615.58,3.3,-9.0,89.39999999999998,92220,0.704202106,26.297547396,13.612004287245446,10.4,56999,0.6798467212957459,0,0,0,149.80993534552778,35.62859920000001,-87.0736684
1041,Anderson County,Tennessee,TN,722,129158.91666666669,344.8,4.0,-5.300000000000002,86.0,76187,0.896092772,10.305066878,1.4406497570068568,15.3,48679,0.6798467212957459,0,0,0,220.95997679814386,36.10632260000001,-84.1849939
1042,Putnam County,Tennessee,TN,742,143442.83333333337,402.56,3.8,-5.6000000000000005,85.4,77366,3.6129099577,17.177626044,6.6264229995314095,19.0,42437,0.6798467212957459,0,0,0,192.18501589825118,36.13798720000001,-85.45537840000001
1043,Greene County,Tennessee,TN,769,98433.08333333331,624.12,4.6,-8.200000000000001,82.8,68759,0.05827930360000001,7.882275806799999,-0.10750657388171372,17.7,40145,0.6798467212957459,0,1,1,110.16951868230468,36.1698443,-82.87663559999999
1044,Robertson County,Tennessee,TN,791,182136.5,476.46,3.4,-5.799999999999999,86.69999999999997,70154,1.119579727,11.281918787,5.760330453921879,11.6,59771,0.6798467212957459,0,0,0,147.24006212483738,36.4996336,-86.85191640000002
1045,Hamblen County,Tennessee,TN,830,119161.41666666669,175.8,4.1,-7.5,82.0,64111,1.4869772100999998,7.4974956173,2.564471747616305,16.7,44181,0.6798467212957459,0,0,0,364.6814562002275,36.2068067,-83.267995
1046,Tipton County,Tennessee,TN,845,126863.75,473.31,4.5,-6.8000000000000025,86.5,61311,0.4244170387,1.1753087226,0.4044936460107429,14.0,56511,0.6798467212957459,0,0,0,129.53666730050074,35.499348,-89.7487432
1047,Carter County,Tennessee,TN,881,112655.66666666669,347.63,4.6,-6.3000000000000025,82.5,56476,0.0,4.4976051138,-1.5205412568877732,20.7,39725,0.6798467212957459,0,0,0,162.46008687397517,36.2840805,-82.1194772
1048,Hawkins County,Tennessee,TN,885,111722.33333333331,499.6,4.3,-6.6000000000000005,83.10000000000002,56470,0.0,4.8733375274,-0.7085963462451427,16.7,41397,0.6798467212957459,0,0,0,113.03042433947157,36.429878,-82.95688990000002
1049,Cumberland County,Tennessee,TN,894,136705.66666666663,684.82,4.7,-5.999999999999999,84.6,59005,0.646747964,13.700845027,4.996708009324341,14.1,45118,0.6798467212957459,0,0,0,86.16132706404602,35.953805,-84.9748195
1050,Roane County,Tennessee,TN,920,131317.16666666663,394.98,4.4,-4.799999999999999,86.7,52932,-0.226855965,6.3519670303,-2.2673559822747413,15.2,48391,0.6798467212957459,0,0,0,134.01184870120005,35.84857,-84.52255219999998
1051,Coffee County,Tennessee,TN,935,124922.66666666669,434.55,3.7,-7.1000000000000005,86.5,54941,-0.438997622,10.042070605,4.110134162055636,14.9,48188,0.6798467212957459,0,0,0,126.4319410884823,35.4906115,-86.069633
1052,McMinn County,Tennessee,TN,946,116400.75,432.18,4.4,-8.1,84.0,52895,1.307375302,5.7221353797,1.3916310452567615,22.4,39860,0.6798467212957459,0,0,0,122.39113332407793,35.444223,-84.624875
1053,Jefferson County,Tennessee,TN,957,136789.91666666663,314.3,4.1,-7.4,83.39999999999998,53732,0.4492110731,14.468339978,3.904240713166902,14.1,45556,0.6798467212957459,0,0,0,170.9576837416481,36.04094600000001,-83.4596349
1054,Gibson County,Tennessee,TN,981,73288.66666666669,603.65,4.6,-7.4,84.60000000000002,49118,0.2646552865,1.8933032033,-1.2306454856223608,16.4,42859,0.6798467212957459,0,0,0,81.36834258262239,35.97456920000001,-88.93272900000002
1055,Dickson County,Tennessee,TN,982,147391.33333333337,491.32,3.4,-6.799999999999999,83.0,52785,-0.038206948,16.467194559,6.239307638120158,11.3,49518,0.6798467212957459,0,0,0,107.43507286493528,36.1459327,-87.34805920000002
1056,Loudon County,Tennessee,TN,999,202372.0,247.37,3.7,-5.6000000000000005,85.4,52175,0.8500526453,18.759116332,7.135523613963039,12.6,57641,0.6798467212957459,0,0,0,210.91886647532039,35.7490023,-84.320293
1057,Bedford County,Tennessee,TN,1063,139722.0,474.79,4.0,-8.6,81.3,48138,1.1304165794,12.036843207,6.790602746411697,16.8,50904,0.6798467212957459,0,1,1,101.3879820552244,35.5099479,-86.4507189
1058,Monroe County,Tennessee,TN,1074,124497.25,652.56,4.0,-8.7,78.2,46098,0.6305924307,6.5451145395,3.3239941723635558,17.6,43749,0.6798467212957459,0,0,0,70.64178006620081,35.4397238,-84.239964
1059,Lawrence County,Tennessee,TN,1133,95158.41666666669,617.99,4.4,-7.9,80.8,43327,0.3013095376,7.857225634500001,3.2480221141931183,15.6,41505,0.6798467212957459,0,0,0,70.10954869819899,35.2256914,-87.40163879999999
1060,Franklin County,Tennessee,TN,1151,132117.08333333337,575.74,3.8,-6.3,85.6,41584,1.0833323302,3.7555520782,1.5234375,14.9,49596,0.6798467212957459,0,0,0,72.22704693090631,35.1680139,-86.1084401
1061,Campbell County,Tennessee,TN,1158,103019.16666666669,498.15,5.2,-7.3,75.3,39626,-0.201821438,3.1534599763,-2.722474530502025,19.2,40866,0.6798467212957459,0,0,0,79.54632138913982,36.3865389,-84.13516170000003
1062,Warren County,Tennessee,TN,1174,94253.58333333331,434.03,4.0,-6.9,79.4,40690,1.2078932124,6.7789925185,2.0822880080280983,21.6,37692,0.6798467212957459,0,0,0,93.74928000368641,35.6889753,-85.7796626
1063,Cheatham County,Tennessee,TN,1191,177732.41666666663,307.06,3.1,-5.9,86.1,40285,-0.074981255,12.921769558,2.9622246076777587,11.0,59103,0.6798467212957459,0,0,0,131.19585748713607,36.2444954,-87.09678570000001
1064,Fayette County,Tennessee,TN,1206,208327.66666666663,706.24,4.0,-5.9,87.0,40065,0.8785140562,12.073293173,4.259914645570938,13.9,60112,0.6798467212957459,0,0,0,56.730006796556395,35.1739357,-89.41754159999998
1065,Dyer County,Tennessee,TN,1208,86417.16666666669,526.53,4.9,-7.1999999999999975,83.5,37403,0.4534965921,-3.948087978,-2.3828165779308903,17.3,44549,0.6798467212957459,0,0,0,71.0367880272729,36.0526084,-89.4171552
1066,Cocke County,Tennessee,TN,1277,88954.5,443.14,5.3,-8.3,79.0,35481,-0.169897071,13.931559797,-0.4433345492297764,23.0,35788,0.6798467212957459,0,0,0,80.06724737103399,35.9467093,-83.103978
1067,Weakley County,Tennessee,TN,1294,83627.66666666669,581.78,4.9,-6.1,84.0,33296,0.8672767509999999,-6.609246965,-4.982592317790081,22.1,39424,0.6798467212957459,0,0,0,57.23125580116196,36.2902404,-88.7263475
1068,Lincoln County,Tennessee,TN,1337,113878.58333333331,570.72,3.3,-3.9,82.89999999999998,33833,0.6529352407,9.052056746,1.3540636889248374,13.0,49295,0.6798467212957459,0,0,0,59.28125876086346,35.171102399999995,-86.5783704
1069,Henry County,Tennessee,TN,1378,99182.66666666669,593.42,4.6,-6.8000000000000025,85.0,32420,0.2165004253,10.113662723,0.07408322015063587,18.3,41756,0.6798467212957459,0,0,0,54.63246941457989,36.3180775,-88.3108196
1070,Claiborne County,Tennessee,TN,1382,101672.58333333331,441.57,4.7,-6.1000000000000005,78.6,31635,0.1897773279,5.5035425101,-1.8004035387241968,22.5,37886,0.6798467212957459,0,0,0,71.64209525103608,36.46731610000001,-83.6786377
1071,Rhea County,Tennessee,TN,1395,122705.0,336.41,6.5,-5.8000000000000025,77.3,32742,2.0869458468,10.035754293,2.7877189677905445,16.0,43426,0.6798467212957459,0,0,0,97.3276656460866,35.6123863,-84.9347264
1072,Obion County,Tennessee,TN,1396,81673.41666666669,555.51,5.5,-4.1,83.1,30403,0.1969182297,-3.971184299,-4.4531741043368935,20.7,38160,0.6798467212957459,0,0,0,54.729887850803784,36.3556031,-89.1748819
1073,Marshall County,Tennessee,TN,1416,125939.0,376.16,3.5,-10.5,85.2,32934,0.8631585437,28.114306853000002,7.336310008799661,11.7,52415,0.6798467212957459,0,0,0,87.55316886431305,35.4814932,-86.7711675
1074,Giles County,Tennessee,TN,1435,108274.91666666669,611.17,3.4,-8.7,84.7,29385,1.9815172272,10.078406587,-0.09519600176792577,15.2,47838,0.6798467212957459,0,0,0,48.079912299360245,35.2178285,-87.0296239
1075,Carroll County,Tennessee,TN,1472,77598.5,600.08,5.2,-9.4,81.1,27833,0.3229742338,0.6818344936,-2.182469951500668,19.5,41492,0.6798467212957459,0,0,0,46.38214904679376,35.96318510000001,-88.44879870000003
1076,Marion County,Tennessee,TN,1483,111923.0,512.25,4.9,-6.1999999999999975,81.2,28418,0.1056914866,5.10842185,0.7016300496102055,15.7,47331,0.6798467212957459,0,0,0,55.47681795998048,35.15078070000001,-85.617868
1077,Lauderdale County,Tennessee,TN,1498,70070.16666666669,507.58,5.8,-8.399999999999999,75.19999999999997,26108,0.0,31.135673698,-5.811897976117464,20.8,38718,0.6798467212957459,0,0,0,51.43622680168644,35.75797929999999,-89.61750550000002
1078,Henderson County,Tennessee,TN,1501,94668.75,525.88,5.2,-9.1,81.10000000000002,27726,-0.036041881,-1.549800869,-0.21952711699715693,15.2,43806,0.6798467212957459,0,0,0,52.72305468928272,35.6418311,-88.3949437
1079,Hardeman County,Tennessee,TN,1517,78216.16666666669,670.38,5.2,-7.999999999999999,78.4,25401,-0.078619443,0.1965486065,-6.514298332781272,23.0,38426,0.6798467212957459,0,0,0,37.890450192428176,35.1743058,-88.9963359
1080,McNairy County,Tennessee,TN,1557,80072.16666666669,563.61,5.7,-7.1000000000000005,80.10000000000002,25989,0.0,10.503552672,-0.27627489351905143,17.1,39407,0.6798467212957459,0,0,0,46.11167296534839,35.1663375,-88.5766172
1081,Hardin County,Tennessee,TN,1558,104620.08333333331,596.29,4.7,-7.3,80.1,25783,1.3586165402,5.5897366225,-1.0401473861978967,18.7,39318,0.6798467212957459,0,0,0,43.23902798973653,35.1946569,-88.1857563
1082,White County,Tennessee,TN,1569,105099.58333333331,379.43,4.0,-6.5,82.6,26744,0.15039572880000002,13.422818792000001,3.5705987142746496,16.0,39642,0.6798467212957459,0,0,0,70.48467437999103,35.92458970000001,-85.4630947
1083,Hickman County,Tennessee,TN,1611,115889.25,612.63,3.5,-7.6,78.7,24848,0.080795023,8.7662599984,0.8155150728283361,17.0,42824,0.6798467212957459,0,0,0,40.55955470675612,35.794948,-87.46461629999997
1084,Grainger County,Tennessee,TN,1696,120962.58333333331,302.46,4.3,-8.399999999999999,80.8,23124,0.0432778655,3.7651743016,1.7736895383125744,18.3,43190,0.6798467212957459,0,0,0,76.45308470541559,36.2810821,-83.51070179999998
1085,Macon County,Tennessee,TN,1720,89519.5,307.24,3.5,-7.6999999999999975,78.8,23892,0.4237018834,21.269834544000002,7.442550703781985,17.2,41266,0.6798467212957459,0,0,0,77.76331206874104,36.52379060000001,-86.0130908
1086,Scott County,Tennessee,TN,1722,79837.5,533.23,5.1,-11.9,78.1,21985,-0.045605874000000005,4.651799151700001,-1.0887659153282043,22.8,34828,0.6798467212957459,0,0,0,41.229863286011664,36.4380433,-84.50955069999998
1087,Overton County,Tennessee,TN,1731,102143.83333333331,434.83,4.2,-6.499999999999999,79.5,21990,0.045509363600000005,5.279086172,-0.4481868803476844,17.8,37154,0.6798467212957459,0,0,0,50.57148770783985,36.33962920000001,-85.286641
1088,Morgan County,Tennessee,TN,1733,90513.16666666669,522.49,4.9,-6.5,81.4,21514,0.0,-6.846780162999999,-2.2934738180662158,20.3,40667,0.6798467212957459,0,0,0,41.17590767287412,36.1372409,-84.629496
1089,Smith County,Tennessee,TN,1864,113991.75,325.37,3.6,-8.700000000000001,83.9,19650,-0.153476237,7.264541873400002,2.7450980392156863,13.0,47653,0.6798467212957459,0,0,0,60.39278360020898,36.2549331,-85.9741567918973
1090,Union County,Tennessee,TN,1867,129718.5,247.14,4.4,-6.4,77.3,19407,0.3106233175,9.8881756057,1.522284996861268,19.0,40357,0.6798467212957459,0,0,0,78.52634134498666,36.29796870000001,-83.8451468
1091,Haywood County,Tennessee,TN,1879,79585.41666666669,534.06,5.3,-10.3,80.9,17596,0.4519391012,-11.35496992,-6.4639591749946845,20.6,34556,0.6798467212957459,0,0,0,32.94760888289706,35.5675653,-89.287824
1092,Humphreys County,Tennessee,TN,1890,106442.5,556.7,4.4,-6.799999999999999,83.1,18449,-0.108648414,7.3880921339,-0.5873477745446708,13.6,45866,0.6798467212957459,0,0,0,33.13993174061433,36.018558,-87.7721645
1093,Unicoi County,Tennessee,TN,1901,110569.25,186.49,5.4,-6.5,82.9,17755,-0.056452523,11.516314779000002,-2.8932399912491795,16.4,41188,0.6798467212957459,0,0,0,95.2061772749209,36.1072175,-82.4440506
1094,Johnson County,Tennessee,TN,1906,94904.41666666669,302.72,3.9,-8.9,77.2,17641,-0.282469917,-1.751313485,-3.5272886361150606,24.3,36331,0.6798467212957459,0,0,0,58.27497357293869,36.443004,-81.8434683
1095,Fentress County,Tennessee,TN,1916,89525.83333333331,498.93,4.6,-7.8000000000000025,77.60000000000002,18120,-0.055466193,13.478284985,1.1160714285714286,23.4,32895,0.6798467212957459,0,0,0,36.31771992063015,36.3639975,-84.93034109999998
1096,Chester County,Tennessee,TN,1967,107505.66666666669,285.96,4.0,-6.0,84.80000000000003,17135,0.8173511983,0.6422045129,-0.3489386449549288,16.9,45261,0.6798467212957459,0,0,0,59.920967967547924,35.4265564,-88.6009817
1097,Wayne County,Tennessee,TN,1974,80363.25,735.65,5.3,-6.1000000000000005,79.0,16556,0.1204202667,-1.625673601,-2.537234355683758,21.2,36612,0.6798467212957459,0,0,0,22.505267450553934,35.2499093,-87.80843730000002
1098,Polk County,Tennessee,TN,1984,108084.08333333331,442.33,4.6,-6.6,80.39999999999998,16765,0.0,2.5628799619,-0.29735355337496283,15.7,41191,0.6798467212957459,0,0,0,37.901566703592344,35.1269463,-84.53035240000001
