,county,state,state_abbrev,size_rank,avg_home_price,area_sq_mi,unemployment_rate,unemployment_change,high_school,population,int_migration_rate,net_migration_rate,pop_growth,poverty_rate,median_hh_income,property_tax_rate,amazon_indicator,walmart_indicator,warehouse_target,pop_density,latitude,longitude
425,Calhoun County,Florida,FL,2124,88334.5,574.31,4.9,-5.199999999999998,77.5,14437,0.2085433249,9.0368774113,-1.4270107879284446,21.1,37612,0.8859637223111796,0,0,0,25.137991676968888,30.3853734,-85.2223516
426,Glades County,Florida,FL,2229,111131.16666666669,986.85,5.4,-4.1,73.60000000000002,13608,2.5899067634,16.723397958,5.734265734265734,18.9,42865,0.8859637223111796,0,0,0,13.789329685362516,26.9328123,-81.1895983
427,Franklin County,Florida,FL,2304,252788.0,1026.49,3.6,-4.4,81.30000000000003,11752,1.2721567297,-4.240522432,1.9961812185384482,21.3,40158,0.8859637223111796,0,0,0,11.448723319272473,29.8323143,-84.8239118
428,Lafayette County,Florida,FL,2496,108253.08333333331,547.91,3.7,-3.6,73.8,8623,7.707350742000001,-16.104912,-2.122587968217934,22.7,41549,0.8859637223111796,0,0,0,15.737986165611145,29.9978185,-83.2221527
429,Liberty County,Florida,FL,2541,90040.5,843.12,4.6,-4.200000000000001,79.69999999999997,8242,-0.120889749,-11.60541586,-1.2697652132247246,23.0,41308,0.8859637223111796,0,0,0,9.775595407533922,30.250694300000006,-84.89559890000002
430,Clark County,Nevada,NV,13,223065.08333333328,8060.81,5.3,-8.5,85.3,2183310,1.4366802602000002,14.913999237,11.813008413207937,14.0,57217,0.6010390962216337,1,1,1,270.8549140843166,36.3467726,-115.0907378
431,Washoe County,Nevada,NV,160,310403.33333333326,6542.21,4.2,-8.7,87.6,457333,0.1498663875,12.914956335,8.383535802141445,11.1,61506,0.6010390962216337,1,1,1,69.9049709501835,40.5849048,-119.6131606
432,Carson City,Nevada,NV,906,256814.75,157.24,5.1,-8.4,87.1,54608,-0.220679509,9.2869293366,-0.6874477139635543,11.0,55228,0.6010390962216337,0,0,0,347.2907657084712,39.1702862,-119.76680559999998
433,Lyon County,Nevada,NV,952,208904.08333333328,2024.2,5.9,-11.6,85.50000000000001,53915,-0.60014441,22.899260134000002,3.5970255365755244,10.8,54588,0.6010390962216337,1,0,1,26.63521391166881,38.9887898,-119.18220420000002
434,Elko County,Nevada,NV,996,258130.66666666663,17202.95,3.7,-4.0,83.8,52371,-0.267957969,-2.507320995,6.694509524294591,10.6,76439,0.6010390962216337,0,0,0,3.044303447955147,41.1958128,-115.3272864
435,Douglas County,Nevada,NV,1021,368148.16666666674,737.64,4.8,-9.0,93.6,48018,0.1251747231,9.9305280287,2.092103584640898,8.2,66092,0.6010390962216337,0,0,0,65.0967951846429,38.90726110000001,-119.6201824
436,Nye County,Nevada,NV,1084,182770.91666666663,18198.61,6.4,-10.9,85.30000000000003,44051,-0.664071445,25.028623769,0.4721284554328984,15.8,48513,0.6010390962216337,0,0,0,2.4205694830539253,38.3544843,-116.4069616
437,Churchill County,Nevada,NV,1602,189960.41666666663,5024.06,4.3,-8.100000000000001,89.39999999999998,23989,0.1253708889,3.8864975553,-3.3442120955719408,11.5,53302,0.6010390962216337,0,0,0,4.774823549081819,39.6136309,-118.4191948
438,Humboldt County,Nevada,NV,2004,211174.66666666663,9657.82,4.1,-4.6,83.3,16702,0.0,-11.64387652,0.7176023638666104,10.5,68753,0.6010390962216337,0,0,0,1.729375780455631,41.429394,-118.2024818
439,White Pine County,Nevada,NV,2410,113539.83333333331,8896.76,4.0,-5.199999999999998,84.9,9599,-0.310559006,-16.563147,-4.258926790345103,13.8,53765,0.6010390962216337,0,0,0,1.078932105620473,39.5298185,-114.8899563
440,Pershing County,Nevada,NV,2647,105486.25,6067.43,4.5,-6.1,80.89999999999998,6473,-0.4595236270000001,-17.46189783,-3.932917779756605,18.2,57885,0.6010390962216337,0,0,0,1.0668437872377596,40.3913722,-118.4778996
441,Lander County,Nevada,NV,2712,158131.58333333337,5519.49,4.5,-5.0,83.3,5604,1.2389380531,-25.84070796,-3.2959447799827437,11.1,75943,0.6010390962216337,0,0,0,1.015311197230179,39.9059878,-116.9843374
442,Lincoln County,Nevada,NV,2728,128996.25,10636.99,4.7,-5.9,88.10000000000002,5182,-0.193498452,8.5139318885,-3.1582881704354326,13.8,54844,0.6010390962216337,0,0,0,0.4871678924206942,37.5449476,-114.8764448
443,Mineral County,Nevada,NV,2751,70858.08333333331,3812.98,5.6,-8.8,86.30000000000003,4454,1.3583880462,24.224586824,-6.936899289594653,17.5,45589,0.6010390962216337,0,0,0,1.168115227459887,38.4815162,-118.498262
444,Storey County,Nevada,NV,2778,266790.66666666674,263.64,5.1,-11.6,94.7,4003,0.0,4.0025015635,0.12506253126563285,7.0,61751,0.6010390962216337,0,0,0,15.183583674707934,39.4572167,-119.5157991
445,Eureka County,Nevada,NV,2824,146994.25,4179.96,3.0,-4.8,91.2,1950,0.0,6.6906845085,-2.0100502512562812,9.0,67976,0.6010390962216337,0,0,0,0.466511641259725,39.9497613,-116.28845049999998
446,King County,Washington,WA,14,537419.6666666665,2306.87,3.6,-5.4,92.6,2204229,9.907498139400001,11.205191872999999,13.715302766492552,9.3,89519,0.8534281883713043,1,0,1,955.5063787729697,47.4873376,-121.8622122
447,Pierce County,Washington,WA,72,290609.91666666674,1806.44,5.3,-5.1000000000000005,91.3,877201,1.7855570195,14.164728284,10.285230068657883,10.2,69027,0.8534281883713043,1,1,1,485.59653240627966,47.0022547,-122.2117983
448,Snohomish County,Washington,WA,83,398460.58333333326,2196.3,4.0,-6.6999999999999975,91.9,803039,3.8912854066,13.495656722,12.233563053890462,7.3,82405,0.8534281883713043,0,0,0,365.6326549196376,48.0074736,-121.7304882
449,Spokane County,Washington,WA,138,204298.33333333328,1780.7,5.4,-4.699999999999998,93.4,505928,1.569181045,14.451619078,7.167928081357541,14.1,53438,0.8534281883713043,0,0,0,284.11748188914464,47.5354964,-117.40746740000002
450,Clark County,Washington,WA,156,314662.58333333326,656.23,5.1,-7.8000000000000025,92.0,474492,0.6043826253,14.720121898,11.198029570503552,10.2,74243,0.8534281883713043,0,0,0,723.0574646084452,45.76690470000001,-122.4940866
451,Thurston County,Washington,WA,258,270964.33333333326,773.5,4.9,-4.1,93.8,280289,1.8519521308,20.418404,10.787917595535106,10.5,71370,0.8534281883713043,0,0,0,362.3645765998707,46.9319983,-122.8855155
452,Kitsap County,Washington,WA,259,320465.25,565.92,4.9,-3.6999999999999993,94.3,266550,0.7776035090000001,9.0066115172,5.909979497449101,8.3,72795,0.8534281883713043,0,0,0,471.00296861747256,47.594502,-122.6474421
453,Yakima County,Washington,WA,266,170359.5,4311.28,6.8,-3.8,73.10000000000002,250377,0.2399673644,-4.463392979,2.500521965537993,18.1,47573,0.8534281883713043,0,1,1,58.07486407748975,46.4135961,-120.730253
454,Whatcom County,Washington,WA,306,324592.41666666674,2503.47,5.0,-4.5,92.2,221650,2.5877472223,20.660902425,9.974348415009898,13.0,61026,0.8534281883713043,0,0,0,88.537110490639,48.8107819,-121.8828175
455,Benton County,Washington,WA,352,234178.91666666663,1760.0,5.5,-2.4000000000000004,89.8,198453,2.106578595,17.811555578,12.460261241605986,12.0,64717,0.8534281883713043,0,0,0,112.75738636363636,46.1691702,-119.5286424
456,Skagit County,Washington,WA,511,302865.83333333326,1920.13,5.5,-5.4,89.30000000000003,126026,2.1863174965,16.345326046,7.7568958735913265,11.3,65505,0.8534281883713043,0,0,0,65.63409769130213,48.4596092,-121.7332784
457,Cowlitz County,Washington,WA,567,212613.25,1166.21,6.1,-6.8000000000000025,88.6,106900,0.5478779177,18.873449647,4.43838721338062,16.4,50617,0.8534281883713043,0,0,0,91.66445151387829,46.1998625,-122.6931507
458,Grant County,Washington,WA,635,174393.33333333337,2791.32,6.3,-4.6000000000000005,75.4,95821,2.9211960091000004,5.7268051258,6.980093559155513,14.7,55807,0.8534281883713043,0,0,0,34.32820314403221,47.11901500000001,-119.4904332
459,Island County,Washington,WA,690,353999.83333333326,517.37,5.2,-4.1000000000000005,94.9,83285,1.0909553739,16.352208882,5.8393696784851965,9.2,63529,0.8534281883713043,0,0,0,160.97763689429232,48.2162669,-122.6842402
460,Franklin County,Washington,WA,694,202602.75,1265.41,6.3,-2.500000000000001,74.2,92117,1.6005963866,5.6349763199,16.481418256768205,13.4,61285,0.8534281883713043,0,0,0,72.79616883065567,46.5654696,-118.8935483
461,Lewis County,Washington,WA,717,197006.25,2436.25,6.6,-6.5,87.5,78230,0.7103556945,19.773719422,3.60903251440302,15.0,50086,0.8534281883713043,0,0,0,32.110826064648535,46.5612011,-122.4225561
462,Grays Harbor County,Washington,WA,740,146280.83333333337,2224.41,7.1,-6.8000000000000025,88.7,72553,0.0693842151,15.014744145999998,-0.3981164971239515,18.3,47619,0.8534281883713043,0,0,0,32.61673882063109,47.1744169,-123.86588290000002
463,Chelan County,Washington,WA,741,295922.33333333326,2993.88,4.8,-4.1000000000000005,82.9,76479,0.7215196516,3.5420055623000004,5.1171037440211125,13.3,57284,0.8534281883713043,0,0,0,25.545112028538213,47.8012197,-120.6276904
464,Clallam County,Washington,WA,747,248551.08333333328,2670.64,6.8,-4.2,91.9,75712,1.0800216004,23.200464009,5.8775818428449575,16.4,49070,0.8534281883713043,0,0,0,28.349758859299644,47.9998383,-123.7373472
465,Mason County,Washington,WA,849,236619.75,1051.02,6.6,-5.300000000000002,87.7,63801,2.3337037625,25.797745674,5.0481600395159285,14.5,55030,0.8534281883713043,0,0,0,60.7038876519952,47.3429635,-123.1822758
466,Walla Walla County,Washington,WA,870,226351.83333333328,1299.02,4.9,-3.1,88.5,60652,0.7288026104,8.6959402382,2.9395790902919217,13.6,54243,0.8534281883713043,0,0,0,46.69058213114502,46.2055155,-118.5174284
467,Whitman County,Washington,WA,1071,229858.16666666663,2177.6,4.4,-2.3,95.3,49344,9.5997065058,8.4379585847,10.15761039424923,21.4,44913,0.8534281883713043,0,0,0,22.659808963997055,46.9428831,-117.5286172
468,Stevens County,Washington,WA,1093,197975.16666666663,2540.75,7.3,-5.8,89.29999999999998,44667,0.112615149,11.734498525,2.7678078409718387,14.8,52136,0.8534281883713043,0,0,0,17.580242054511462,48.4249969,-117.8489411
469,Okanogan County,Washington,WA,1150,197356.58333333328,5314.79,6.8,-3.9,82.3,41898,2.1328604294,6.1589340491,1.6226442552572218,20.4,44819,0.8534281883713043,0,0,0,7.883284193731079,48.361262,-119.5833869
470,Kittitas County,Washington,WA,1153,285108.08333333326,2332.94,5.3,-4.500000000000001,91.1,46157,1.9325793346,24.838036675,12.60826075288492,14.2,56393,0.8534281883713043,0,0,0,19.784906598540896,47.1057471,-120.5849305
471,Douglas County,Washington,WA,1205,277889.41666666674,1848.66,5.7,-3.999999999999999,81.7,42167,2.2250666922,11.388513392,9.482019992210828,13.4,54580,0.8534281883713043,0,0,0,22.809494444624754,47.7652709,-119.6075365
472,Jefferson County,Washington,WA,1427,339754.83333333326,2183.14,6.1,-4.200000000000001,94.5,31191,0.064430914,16.011082117,4.349135191194674,12.7,53364,0.8534281883713043,0,0,0,14.287219326291487,47.7325289,-123.6328565
473,Asotin County,Washington,WA,1751,194199.41666666663,640.64,4.2,-5.2,89.9,22507,-1.205841633,11.433165111,3.5995397008055234,12.9,50777,0.8534281883713043,0,0,0,35.13205544455545,46.1678079,-117.2045179
474,Pacific County,Washington,WA,1787,171247.0,1223.38,7.0,-7.0,87.4,21684,0.8384962965999999,25.387804536999997,3.8605230386052303,16.9,45526,0.8534281883713043,0,0,0,17.724664454217006,46.5334929,-123.768029
475,Klickitat County,Washington,WA,1816,252252.33333333328,1904.16,5.9,-6.299999999999999,87.5,21750,-0.418468406,21.713860604,6.7432273262661955,14.5,55282,0.8534281883713043,0,0,0,11.422359465591128,45.8767731,-120.7976033
476,Adams County,Washington,WA,1881,157963.75,1929.85,5.7,-4.8,65.2,19681,1.9969789293,1.48493305,4.747458619404972,15.8,48056,0.8534281883713043,0,0,0,10.198201932792703,46.9723633,-118.5934644
477,San Juan County,Washington,WA,2051,531377.1666666665,621.06,4.0,-3.3,96.1,16725,1.6349268824,29.004813951,5.961733400912316,10.3,59538,0.8534281883713043,0,0,0,26.92976524007343,48.54430870000001,-122.9919497
478,Pend Oreille County,Washington,WA,2222,195548.41666666663,1425.24,7.4,-7.9,89.9,13363,0.4530524408,18.952693774,3.197158081705151,16.3,48574,0.8534281883713043,0,0,0,9.375964749796523,48.5188671,-117.2778631
479,Skamania County,Washington,WA,2334,286908.91666666674,1683.81,6.1,-6.700000000000001,90.4,11837,0.5977286312,19.981214243,6.495726495726496,12.0,59639,0.8534281883713043,0,0,0,7.029890545845434,45.966211,-121.9278867
480,Lincoln County,Washington,WA,2369,172076.33333333337,2339.35,4.9,-3.5,91.0,10579,0.1912137291,24.953391654,0.03782505910165485,12.6,53504,0.8534281883713043,0,0,0,4.522196336589222,47.5664588,-118.3588615
481,Ferry County,Washington,WA,2588,170649.08333333337,2257.32,11.0,-6.5,87.0,7590,0.1322751323,8.5978835979,0.6097560975609756,17.3,43665,0.8534281883713043,0,0,0,3.3623943437350485,48.4736934,-118.4834362
482,Columbia County,Washington,WA,2773,141489.16666666663,873.48,5.6,-3.8000000000000007,90.6,4023,4.7494063242,14.74815648,-1.7342452369320958,13.5,50322,0.8534281883713043,0,0,0,4.605715070751477,46.2947665,-117.9174697
483,Wahkiakum County,Washington,WA,2779,199288.33333333328,287.18,7.2,-8.100000000000001,91.5,4280,2.3677045105000003,27.22860187,7.45669093648004,12.3,53694,0.8534281883713043,0,0,0,14.903544815098545,46.2794223,-123.3452562
484,Garfield County,Washington,WA,2819,128677.0,718.21,5.3,-3.0000000000000013,96.5,2205,1.3483146066999998,-21.12359551,-2.476780185758514,14.0,52682,0.8534281883713043,0,0,0,3.0701326909956697,46.46046870000001,-117.5294769
485,Wayne County,Michigan,MI,15,82355.91666666669,672.68,5.6,-9.9,85.6,1756264,2.3131881585,-4.768000082,-3.244406125096755,22.6,45182,1.3685687694383477,1,1,1,2610.846167568532,42.2682408,-83.28441720000002
486,Oakland County,Michigan,MI,32,223026.0,907.29,3.5,-8.3,93.7,1256182,4.5315533632,1.7333331206,4.4103663807434,7.8,77558,1.3685687694383477,0,0,0,1384.5429796426722,42.6618842,-83.3804439
487,Macomb County,Michigan,MI,61,155960.58333333337,570.85,4.4,-9.5,89.3,871976,2.7632323499,2.8988088227999995,3.639486304829709,11.2,60475,1.3685687694383477,0,0,0,1527.5045984058859,42.6741189,-82.902901
488,Kent County,Michigan,MI,103,169355.5,871.94,3.4,-6.6999999999999975,89.9,649231,2.2008138217,2.0910051208,7.669867973060598,10.4,61146,1.3685687694383477,0,0,0,744.5821960226622,43.0024013,-85.5502718
489,Genesee County,Michigan,MI,155,101354.08333333331,649.59,5.6,-8.4,89.9,407673,0.4555618964,-3.5342785830000003,-4.0658805368148325,18.3,46457,1.3685687694383477,0,0,0,627.585092135039,43.0220032,-83.72743050000003
490,Washtenaw County,Michigan,MI,188,246185.5,722.42,3.5,-4.6,95.0,369208,5.7768426089,3.7977642939,6.813092710135452,12.9,70509,1.3685687694383477,0,0,0,511.07112206195836,42.2582044,-83.8440853
491,Ingham County,Michigan,MI,229,121503.16666666669,560.71,4.3,-6.000000000000001,92.4,292327,6.8388222524,3.9157495569,3.989513076638493,19.8,51186,1.3685687694383477,0,0,0,521.351500775802,42.5860505,-84.38008409999998
492,Ottawa County,Michigan,MI,247,199130.66666666663,1631.41,3.2,-7.1000000000000005,92.2,286922,1.4084778454,5.4517202174,8.631963138386281,8.2,68816,1.3685687694383477,0,0,0,175.87363078563942,42.9547143,-85.9827867
493,Kalamazoo County,Michigan,MI,260,142470.41666666663,580.3,4.0,-6.0,93.7,263001,1.6783707597,3.0630266365,4.8874159508028026,14.0,56199,1.3685687694383477,0,0,0,453.2155781492332,42.2494968,-85.5372797
494,Saginaw County,Michigan,MI,313,76528.41666666669,815.97,5.4,-6.799999999999999,88.80000000000003,191996,1.071462937,-3.084356901,-3.9357156437942185,17.5,45433,1.3685687694383477,0,0,0,235.2978663431253,43.33268820000001,-84.0468403
495,Livingston County,Michigan,MI,340,246041.91666666663,585.4,3.4,-7.799999999999999,95.4,189886,0.3910502341,5.4112897259000015,4.872310343304026,5.3,82076,1.3685687694383477,0,0,0,324.3696617697301,42.5924563,-83.9147925
496,Muskegon County,Michigan,MI,359,110030.75,1460.02,5.3,-9.2,89.9,173656,0.3632191595000001,0.4612306788,1.0150601183170362,15.2,48885,1.3685687694383477,0,0,0,118.94083642689829,43.2484584,-86.129351
497,Jackson County,Michigan,MI,385,123070.83333333331,723.5,4.6,-7.6,90.4,158690,0.5173322061,2.0630198952,-0.8961748633879781,13.3,50895,1.3685687694383477,0,0,0,219.33655839668282,42.2416466,-84.425589
498,Berrien County,Michigan,MI,399,154955.91666666663,1581.47,4.8,-7.2,89.5,154362,2.5385723768,-0.116567099,-1.518418802873512,17.3,48924,1.3685687694383477,0,0,0,97.60665709751056,41.9838614,-86.39857140000002
499,Monroe County,Michigan,MI,410,150422.58333333337,680.02,4.7,-6.999999999999999,90.5,149592,0.2208694896,2.1082996730000003,-1.5395146480968334,11.7,61121,1.3685687694383477,0,0,0,219.98176524219883,41.9153358,-83.51356650000002
500,Calhoun County,Michigan,MI,455,108878.25,718.35,4.9,-6.799999999999999,91.0,134358,2.2699532613,-1.428954184,-1.1724726374014358,19.1,46113,1.3685687694383477,0,0,0,187.03695969931093,42.2461339,-85.0229223
501,Allegan County,Michigan,MI,532,173990.58333333337,1833.29,3.7,-7.6,90.7,116433,0.440741829,8.9790345161,4.397998708844416,9.5,62421,1.3685687694383477,0,0,0,63.51041024606036,42.5867203,-85.8861492
502,Bay County,Michigan,MI,545,103885.66666666669,630.72,5.5,-6.1,89.69999999999997,104189,0.1150207517,-0.977676389,-3.2429119343245327,14.5,45771,1.3685687694383477,0,0,0,165.1905758498224,43.6957567,-83.9402747
503,Eaton County,Michigan,MI,546,141031.5,579.43,4.1,-5.5,93.5,109477,1.3721059997999998,1.2348953998,1.5990125656588154,8.7,64318,1.3685687694383477,0,0,0,188.93912983449246,42.5935964,-84.8443666
504,Lenawee County,Michigan,MI,580,131351.91666666663,761.41,4.7,-8.3,90.8,98482,0.395977277,-0.4975099120000001,-1.1572238671149695,10.4,56416,1.3685687694383477,0,0,0,129.3416162120277,41.8735258,-84.0624323
505,Lapeer County,Michigan,MI,644,168976.41666666663,662.84,5.5,-10.8,90.6,88183,0.4081748349,1.3038918337,-0.02607532367412648,8.7,57621,1.3685687694383477,0,0,0,133.0381389173858,43.0904764,-83.23337049999998
506,Grand Traverse County,Michigan,MI,647,210637.58333333328,601.31,4.2,-7.399999999999999,94.7,91796,0.1523734892,-2.307369979,5.547826286923226,9.3,59674,1.3685687694383477,0,0,0,152.66002561074987,44.6409162,-85.5801336
507,Midland County,Michigan,MI,660,133519.0,528.07,4.6,-5.200000000000001,93.8,83245,1.3563065253,-2.11247742,-0.4936766358268187,10.7,61290,1.3685687694383477,0,0,0,157.64008559471282,43.634525,-84.3840821
508,Van Buren County,Michigan,MI,710,139648.33333333337,1089.9,5.6,-7.9,87.19999999999997,75346,0.4913352367,0.3851005909,-1.051912747711663,12.8,52114,1.3685687694383477,0,0,0,69.13111294614184,42.2710763,-86.013973
509,Clinton County,Michigan,MI,721,177897.16666666663,574.56,3.6,-4.800000000000002,94.2,78549,0.9733107935,9.361713027,4.168103333952206,7.4,66003,1.3685687694383477,0,0,0,136.71157059314956,42.9435238,-84.6125345
510,Shiawassee County,Michigan,MI,752,98488.08333333331,540.95,5.1,-7.8000000000000025,92.1,68459,0.0875976349,-1.459960581,-3.0710199920711334,11.1,53055,1.3685687694383477,0,0,0,126.5532858859414,42.9429488,-84.1458259
511,Isabella County,Michigan,MI,754,123403.16666666669,577.68,4.4,-5.4,92.0,71125,3.0469825044,-4.142211239,1.1836171453772069,23.8,45683,1.3685687694383477,0,0,0,123.12179753496748,43.6306545,-84.8468516
512,Marquette County,Michigan,MI,781,144092.0,3424.54,5.5,-4.300000000000002,94.6,66565,0.691287523,1.1872111808,-0.7647812993828079,16.7,49472,1.3685687694383477,0,0,0,19.43764710004848,46.4481521,-87.6305899
513,Ionia County,Michigan,MI,816,124415.66666666669,580.05,3.9,-8.0,90.1,64229,0.0311543464,-1.510985801,0.606184016791454,11.6,57318,1.3685687694383477,0,0,0,110.73010947332129,42.94696879999999,-85.0713945
514,Montcalm County,Michigan,MI,824,107465.91666666669,720.83,4.9,-9.2,88.10000000000002,63544,0.1897068239,7.4776106426,0.3585135113792504,14.9,46664,1.3685687694383477,0,0,0,88.15393365980883,43.30554179999999,-85.11219799999998
515,Barry County,Michigan,MI,865,155780.41666666663,577.04,3.9,-6.5,92.0,60629,0.2159127712,13.336765793,2.597556435509526,8.8,59460,1.3685687694383477,0,0,0,105.06897268820187,42.5910739,-85.3242417
516,Tuscola County,Michigan,MI,897,84080.66666666669,913.91,6.2,-8.5,89.3,52794,0.131985821,-7.164944566,-5.229145349776509,14.2,47357,1.3685687694383477,0,0,0,57.76717619896927,43.4776781,-83.3951071
517,Cass County,Michigan,MI,944,136586.58333333337,508.32,4.5,-6.9,88.0,51453,0.0583992758,4.8082070449000005,-1.5159345391903531,12.0,52063,1.3685687694383477,0,0,0,101.22167138810198,41.9090169,-85.9970051
